Step, TotalE, KinE(ev/atom), PotE(ev/at), Temp(K)
485, -0.0172701 ,0.0194735, -0.0562172, 163.97
486, -0.0172277 ,0.0193042, -0.0558361, 164.778
487, -0.0172991 ,0.0193293, -0.0559577, 162.659
488, -0.0170183 ,0.0193099, -0.0556382, 162.829
489, -0.0172864 ,0.0193161, -0.0559187, 161.371
490, -0.0174351 ,0.0191674, -0.0557699, 162.518
491, -0.0174405 ,0.0193701, -0.0561806, 162.147
492, -0.0176454 ,0.0194586, -0.0565627, 165.134
493, -0.0174753 ,0.0192989, -0.0560731, 167.675
494, -0.0174398 ,0.0190043, -0.0554484, 164.344
495, -0.0174886 ,0.0190478, -0.0555841, 160.31
496, -0.0172149 ,0.0192062, -0.0556273, 160.625
497, -0.0175251 ,0.0193506, -0.0562263, 161.401
498, -0.0174083 ,0.0193986, -0.0562054, 165.144
499, -0.0173118 ,0.0195003, -0.0563124, 165.949
